month_of_delay,datetime,hbt,hbtqf,age_group,age_group_qf,reason_for_delay,reason_for_delay_qf,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
201906,2019-06-01,S08000032,NA,18plus,d,All Delay Reasons,d,6439,215
201906,2019-06-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,1007,34
201906,2019-06-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,5364,179
201906,2019-06-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,68,2
201906,2019-06-01,S08000032,NA,18-74,NA,All Delay Reasons,d,2071,69
201906,2019-06-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,508,17
201906,2019-06-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,1556,52
201906,2019-06-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,7,0
201906,2019-06-01,S08000032,NA,75plus,NA,All Delay Reasons,d,4368,146
201906,2019-06-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,499,17
201906,2019-06-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,3808,127
201906,2019-06-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,61,2
201906,2019-06-01,S92000003,d,18plus,d,All Delay Reasons,d,42252,1408
201906,2019-06-01,S92000003,d,18plus,d,Code 9 Reasons,NA,8547,285
201906,2019-06-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,32918,1097
201906,2019-06-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,787,26
201906,2019-06-01,S92000003,d,18-74,NA,All Delay Reasons,d,14175,473
201906,2019-06-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4404,147
201906,2019-06-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,9457,315
201906,2019-06-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,314,10
201906,2019-06-01,S92000003,d,75plus,NA,All Delay Reasons,d,28077,936
201906,2019-06-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,4143,138
201906,2019-06-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,23461,782
201906,2019-06-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,473,16
201907,2019-07-01,S08000015,NA,18plus,d,All Delay Reasons,d,4681,151
201907,2019-07-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,448,14
201907,2019-07-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,4192,135
201907,2019-07-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,41,1
201907,2019-07-01,S08000015,NA,18-74,NA,All Delay Reasons,d,931,30
201907,2019-07-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,146,5
201907,2019-07-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,785,25
201907,2019-07-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000015,NA,75plus,NA,All Delay Reasons,d,3750,121
201907,2019-07-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,302,10
201907,2019-07-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,3407,110
201907,2019-07-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,41,1
201907,2019-07-01,S08000016,NA,18plus,d,All Delay Reasons,d,1000,32
201907,2019-07-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,109,4
201907,2019-07-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,835,27
201907,2019-07-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,56,2
201907,2019-07-01,S08000016,NA,18-74,NA,All Delay Reasons,d,275,9
201907,2019-07-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,30,1
201907,2019-07-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,232,7
201907,2019-07-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,13,0
201907,2019-07-01,S08000016,NA,75plus,NA,All Delay Reasons,d,725,23
201907,2019-07-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,79,3
201907,2019-07-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,603,19
201907,2019-07-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,43,1
201907,2019-07-01,S08000017,NA,18plus,d,All Delay Reasons,d,1712,55
201907,2019-07-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,181,6
201907,2019-07-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,1461,47
201907,2019-07-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,70,2
201907,2019-07-01,S08000017,NA,18-74,NA,All Delay Reasons,d,492,16
201907,2019-07-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,75,2
201907,2019-07-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,406,13
201907,2019-07-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,11,0
201907,2019-07-01,S08000017,NA,75plus,NA,All Delay Reasons,d,1220,39
201907,2019-07-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,106,3
201907,2019-07-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,1055,34
201907,2019-07-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,59,2
201907,2019-07-01,S08000019,NA,18plus,d,All Delay Reasons,d,2652,86
201907,2019-07-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,609,20
201907,2019-07-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,1983,64
201907,2019-07-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,60,2
201907,2019-07-01,S08000019,NA,18-74,NA,All Delay Reasons,d,814,26
201907,2019-07-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,319,10
201907,2019-07-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,490,16
201907,2019-07-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,5,0
201907,2019-07-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1838,59
201907,2019-07-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,290,9
201907,2019-07-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,1493,48
201907,2019-07-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,55,2
201907,2019-07-01,S08000020,NA,18plus,d,All Delay Reasons,d,3464,112
201907,2019-07-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,530,17
201907,2019-07-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,2831,91
201907,2019-07-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,103,3
201907,2019-07-01,S08000020,NA,18-74,NA,All Delay Reasons,d,979,32
201907,2019-07-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,273,9
201907,2019-07-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,659,21
201907,2019-07-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,47,2
201907,2019-07-01,S08000020,NA,75plus,NA,All Delay Reasons,d,2485,80
201907,2019-07-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,257,8
201907,2019-07-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,2172,70
201907,2019-07-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,56,2
201907,2019-07-01,S08000022,NA,18plus,d,All Delay Reasons,d,4288,138
201907,2019-07-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,929,30
201907,2019-07-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,3259,105
201907,2019-07-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,100,3
201907,2019-07-01,S08000022,NA,18-74,NA,All Delay Reasons,d,1183,38
201907,2019-07-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,407,13
201907,2019-07-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,776,25
201907,2019-07-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000022,NA,75plus,NA,All Delay Reasons,d,3105,100
201907,2019-07-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,522,17
201907,2019-07-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,2483,80
201907,2019-07-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,100,3
201907,2019-07-01,S08000024,NA,18plus,d,All Delay Reasons,d,8145,263
201907,2019-07-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,1210,39
201907,2019-07-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,6791,219
201907,2019-07-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,144,5
201907,2019-07-01,S08000024,NA,18-74,NA,All Delay Reasons,d,2486,80
201907,2019-07-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,490,16
201907,2019-07-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,1957,63
201907,2019-07-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,39,1
201907,2019-07-01,S08000024,NA,75plus,NA,All Delay Reasons,d,5659,183
201907,2019-07-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,720,23
201907,2019-07-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,4834,156
201907,2019-07-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,105,3
201907,2019-07-01,S08000025,NA,18plus,d,All Delay Reasons,d,22,1
201907,2019-07-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,0,0
201907,2019-07-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,22,1
201907,2019-07-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000025,NA,18-74,NA,All Delay Reasons,d,0,0
201907,2019-07-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,0,0
201907,2019-07-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
201907,2019-07-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000025,NA,75plus,NA,All Delay Reasons,d,22,1
201907,2019-07-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,0,0
201907,2019-07-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,22,1
201907,2019-07-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000026,NA,18plus,d,All Delay Reasons,d,147,5
201907,2019-07-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,0,0
201907,2019-07-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,147,5
201907,2019-07-01,S08000026,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000026,NA,18-74,NA,All Delay Reasons,d,75,2
201907,2019-07-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
201907,2019-07-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,75,2
201907,2019-07-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000026,NA,75plus,NA,All Delay Reasons,d,72,2
201907,2019-07-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
201907,2019-07-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,72,2
201907,2019-07-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000028,NA,18plus,d,All Delay Reasons,d,666,21
201907,2019-07-01,S08000028,NA,18plus,d,Code 9 Reasons,NA,388,13
201907,2019-07-01,S08000028,NA,18plus,d,Health and Social Care Reasons,NA,255,8
201907,2019-07-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,23,1
201907,2019-07-01,S08000028,NA,18-74,NA,All Delay Reasons,d,162,5
201907,2019-07-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,99,3
201907,2019-07-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,52,2
201907,2019-07-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,11,0
201907,2019-07-01,S08000028,NA,75plus,NA,All Delay Reasons,d,504,16
201907,2019-07-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,289,9
201907,2019-07-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,203,7
201907,2019-07-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,12,0
201907,2019-07-01,S08000029,NA,18plus,d,All Delay Reasons,d,3149,102
201907,2019-07-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,995,32
201907,2019-07-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,2061,66
201907,2019-07-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,93,3
201907,2019-07-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1580,51
201907,2019-07-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,687,22
201907,2019-07-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,831,27
201907,2019-07-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,62,2
201907,2019-07-01,S08000029,NA,75plus,NA,All Delay Reasons,d,1569,51
201907,2019-07-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,308,10
201907,2019-07-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1230,40
201907,2019-07-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
201907,2019-07-01,S08000030,NA,18plus,d,All Delay Reasons,d,2373,77
201907,2019-07-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,662,21
201907,2019-07-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,1680,54
201907,2019-07-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,31,1
201907,2019-07-01,S08000030,NA,18-74,NA,All Delay Reasons,d,1080,35
201907,2019-07-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,504,16
201907,2019-07-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,576,19
201907,2019-07-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201907,2019-07-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1293,42
201907,2019-07-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,158,5
201907,2019-07-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,1104,36
201907,2019-07-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
201907,2019-07-01,S08000031,NA,18plus,d,All Delay Reasons,d,6014,194
201907,2019-07-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,1951,63
201907,2019-07-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,3735,120
201907,2019-07-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,328,11
201907,2019-07-01,S08000031,NA,18-74,NA,All Delay Reasons,d,2482,80
201907,2019-07-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1110,36
201907,2019-07-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,1272,41
201907,2019-07-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,100,3
201907,2019-07-01,S08000031,NA,75plus,NA,All Delay Reasons,d,3532,114
201907,2019-07-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,841,27
201907,2019-07-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2463,79
201907,2019-07-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,228,7
201907,2019-07-01,S08000032,NA,18plus,d,All Delay Reasons,d,7083,228
201907,2019-07-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,1042,34
201907,2019-07-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,5999,194
201907,2019-07-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,42,1
201907,2019-07-01,S08000032,NA,18-74,NA,All Delay Reasons,d,2533,82
201907,2019-07-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,523,17
201907,2019-07-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,2008,65
201907,2019-07-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,2,0
201907,2019-07-01,S08000032,NA,75plus,NA,All Delay Reasons,d,4550,147
201907,2019-07-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,519,17
201907,2019-07-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,3991,129
201907,2019-07-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,40,1
201907,2019-07-01,S92000003,d,18plus,d,All Delay Reasons,d,45396,1464
201907,2019-07-01,S92000003,d,18plus,d,Code 9 Reasons,NA,9054,292
201907,2019-07-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,35251,1137
201907,2019-07-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1091,35
201907,2019-07-01,S92000003,d,18-74,NA,All Delay Reasons,d,15072,486
201907,2019-07-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4663,150
201907,2019-07-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,10119,326
201907,2019-07-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,290,9
201907,2019-07-01,S92000003,d,75plus,NA,All Delay Reasons,d,30324,978
201907,2019-07-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,4391,142
201907,2019-07-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,25132,811
201907,2019-07-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,801,26
201908,2019-08-01,S08000015,NA,18plus,d,All Delay Reasons,d,5195,168
201908,2019-08-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,786,25
201908,2019-08-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,4371,141
201908,2019-08-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,38,1
201908,2019-08-01,S08000015,NA,18-74,NA,All Delay Reasons,d,1264,41
201908,2019-08-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,310,10
201908,2019-08-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,954,31
201908,2019-08-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201908,2019-08-01,S08000015,NA,75plus,NA,All Delay Reasons,d,3931,127
201908,2019-08-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,476,15
201908,2019-08-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,3417,110
201908,2019-08-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,38,1
201908,2019-08-01,S08000016,NA,18plus,d,All Delay Reasons,d,1138,37
201908,2019-08-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,178,6
201908,2019-08-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,880,28
201908,2019-08-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,80,3
201908,2019-08-01,S08000016,NA,18-74,NA,All Delay Reasons,d,353,11
201908,2019-08-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,84,3
201908,2019-08-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,238,8
201908,2019-08-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
201908,2019-08-01,S08000016,NA,75plus,NA,All Delay Reasons,d,785,25
201908,2019-08-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,94,3
201908,2019-08-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,642,21
201908,2019-08-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,49,2
201908,2019-08-01,S08000017,NA,18plus,d,All Delay Reasons,d,1808,58
201908,2019-08-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,192,6
201908,2019-08-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,1577,51
201908,2019-08-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,39,1
201908,2019-08-01,S08000017,NA,18-74,NA,All Delay Reasons,d,511,16
201908,2019-08-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,62,2
201908,2019-08-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,449,14
201908,2019-08-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
201908,2019-08-01,S08000017,NA,75plus,NA,All Delay Reasons,d,1297,42
201908,2019-08-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,130,4
201908,2019-08-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,1128,36
201908,2019-08-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,39,1
201908,2019-08-01,S08000019,NA,18plus,d,All Delay Reasons,d,2770,89
201908,2019-08-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,652,21
201908,2019-08-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,2084,67
201908,2019-08-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,34,1
201908,2019-08-01,S08000019,NA,18-74,NA,All Delay Reasons,d,891,29
201908,2019-08-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,354,11
201908,2019-08-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,525,17
201908,2019-08-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,12,0
201908,2019-08-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1879,61
201908,2019-08-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,298,10
201908,2019-08-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,1559,50
201908,2019-08-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,22,1
201908,2019-08-01,S08000020,NA,18plus,d,All Delay Reasons,d,3194,103
201908,2019-08-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,598,19
201908,2019-08-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,2552,82
201908,2019-08-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,44,1
201908,2019-08-01,S08000020,NA,18-74,NA,All Delay Reasons,d,1007,32
201908,2019-08-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,315,10
201908,2019-08-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,688,22
201908,2019-08-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,4,0
201908,2019-08-01,S08000020,NA,75plus,NA,All Delay Reasons,d,2187,71
201908,2019-08-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,283,9
201908,2019-08-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,1864,60
201908,2019-08-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,40,1
201908,2019-08-01,S08000022,NA,18plus,d,All Delay Reasons,d,4294,139
201908,2019-08-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,810,26
201908,2019-08-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,3437,111
201908,2019-08-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,47,2
201908,2019-08-01,S08000022,NA,18-74,NA,All Delay Reasons,d,1005,32
201908,2019-08-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,340,11
201908,2019-08-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,663,21
201908,2019-08-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,2,0
201908,2019-08-01,S08000022,NA,75plus,NA,All Delay Reasons,d,3289,106
201908,2019-08-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,470,15
201908,2019-08-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,2774,89
201908,2019-08-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,45,1
201908,2019-08-01,S08000024,NA,18plus,d,All Delay Reasons,d,8408,271
201908,2019-08-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,1177,38
201908,2019-08-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,6964,225
201908,2019-08-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,267,9
